Zip,Similiarity1,Similiarity2,Similiarity3,Similiarity4,Similiarity5,Similiarity6,Similiarity7,Similiarity8,Similiarity9,Prediction1,Prediction2,Prediction3,Prediction4,Prediction5,Prediction6,Prediction7,Prediction8,Prediction9, MIN , MAX , Weight Avg , AVG , Median , STD , Upper Bound , Lower Bound ,Summary, Demograph , All , House , Education , Age ,
85541,0.977481813,0.999988388,0.999999999,0.999999998,0.999999638,1,0.999999547,0.999999997,0.999999566,232020.0141,365163.1892,208834.9949,684619.4608,361385.0463,262083.7928,556032.2608,250439.795,94707.69231,94707.69231,684619.4608,335290.15,335031.8051,262083.7928,173020.5793,854093.5432,0,,,,,,,
85542,0.966608582,0.999948258,0.999999991,0.999998637,0.999994253,0.999999998,0.999983268,0.999999551,0.953365979,573475.2475,69321.74506,61262.2986,56736.11111,69598.05773,161419.5584,23193.35898,32320.57399,16989.77472,16989.77472,573475.2475,117083.2609,118257.414,61262.2986,165851.1525,615810.8714,0,,,,,,,
85543,0.971097592,0.999937054,0.999999956,0.999999831,0.999994236,1,0.999998391,0.999998858,0.999999075,607483.6634,187125.968,18687.17949,42019.21845,14713.32436,127971.9052,13407.62155,61213.43874,68994.12405,13407.62155,607483.6634,125297.4634,126846.2715,61213.43874,178461.9145,662232.0149,0,,,,,,,
85544,0.983223861,0.999968113,0.999999993,0.999996115,0.999903703,0.999999998,0.999930928,0.999999122,0.999999853,384261.7574,21530.87701,11128.54556,63257.97177,11071.82752,3699.839486,11128.54556,10131.86813,8480.946124,3699.839486,384261.7574,57691.38612,58299.13096,11128.54556,116472.0731,407715.3502,0,,,,,,,
85546,0.974771548,0.999971457,0.999999996,0.999999999,0.999999941,1,0.999999958,0.999999997,0.999993247,122173.4441,663998.0459,161839.6045,508142.3337,376553.3923,78086.9324,326679.7195,364314.6399,250433.7252,78086.9324,663998.0459,317459.9078,316913.5375,326679.7195,178376.8187,852043.9936,0,,,,,,,
85550,0.9788259,0.999940191,0.999999996,0.999999969,0.999995615,1,0.999993778,0.999999948,0.959785467,9179.121951,28839.62352,5239.925149,160399.1178,62338.6339,332898.289,38908.24597,33983.65641,33983.65641,5239.925149,332898.289,78783.21945,78418.91889,33983.65641,99920.28928,378179.7867,0,,,,,,,
85551,0.997632872,0.999974167,0.999995795,0.999905547,0.997455675,0.999999977,0.999145876,0.999746101,0.999999792,70684.15842,12436.56207,24465.07592,24465.07592,24465.07592,2023.866348,24465.07592,11256.63717,5902.552204,2023.866348,70684.15842,22227.17689,22240.45332,24465.07592,19029.17716,79327.98479,0,,,,,,,
85552,0.962896167,0.999961306,0.999999992,0.999999946,0.999996838,1,0.999994953,0.999999897,0.999999982,11512.97561,185219.5175,36172.29228,358068.1629,295125.4019,412997.3583,8040.883074,78188.65197,182646.0872,8040.883074,412997.3583,174892.6005,174219.0367,182646.0872,144527.2533,607800.7966,0,,,,,,,
85553,0.999224774,0.999940878,0.999999975,0.9999999,0.999725307,1,0.999679995,0.99999074,0.999997939,2638.758231,35710.71429,15720.80955,78066.86747,24804.71629,107187.2624,23342.57975,22968.98263,58022.30769,2638.758231,107187.2624,40944.79978,40940.33314,24804.71629,31766.89656,136241.0228,0,,,,,,,
85554,0.974540432,0.999924762,0.999963708,0.9999808,0.996405351,0.999996004,0.998755077,0.999788367,0.999999053,82187.00495,7570.057582,28446.42082,46303.8674,28446.42082,37923.07692,28446.42082,21140.6518,7524.06828,7524.06828,82187.00495,31858.56705,31998.66549,28446.42082,21370.0763,96108.8944,0,,,,,,,
85602,0.97312779,0.999953357,0.99999999,0.999999988,0.999998571,1,0.999997272,0.999999987,0.999999114,15832.97561,161789.7547,324485.0104,47630.28286,253933.5566,38926.82927,80976.72933,253933.5566,253933.5566,15832.97561,324485.0104,159478.022,159049.1391,161789.7547,109461.0017,487432.1442,0,,,,,,,
85603,0.986794162,0.999993814,0.999999992,0.999999772,0.999998671,1,0.999997874,0.999999955,0.999998065,11897.56098,208101.2346,11569.8951,65374.44782,263600.0283,72618.50845,41531.88992,109450.1761,107580.8143,11569.8951,263600.0283,99208.53249,99080.50618,72618.50845,81335.471,343086.9192,0,,,,,,,
85605,0.980931709,0.999948397,0.999999633,0.999979672,0.998435085,1,0.9939728,0.999875456,0.999996903,78019.30693,43955.8011,26318.54305,26526.31579,22230,11677.54319,2233.890215,26526.31579,7410.88088,2233.890215,78019.30693,27120.55261,27210.95522,26318.54305,21462.12647,91597.33463,0,,,,,,,
85606,0.974683294,0.999989121,0.999995051,0.999991301,0.999816947,1,0.999804716,0.999983062,0.999999996,197215.4703,68527.43902,78590.90909,33241.32231,4739.583333,15458.73453,27992.79835,31606.87023,110178.7185,4739.583333,197215.4703,62684.88849,63061.31619,33241.32231,57022.68445,234129.3695,0,,,,,,,
85607,0.941244104,0.999424089,0.999999999,0.999999991,0.999999792,1,0.999999687,0.999999971,0.9999991,85593.78708,45472.00593,78879.09324,119700.1478,188529.3673,56631.49943,279816.3016,170653.2628,37108.41688,37108.41688,279816.3016,118260.575,118042.6536,85593.78708,76073.50709,346263.1748,0,,,,,,,
85610,0.978900134,0.999976652,0.999999038,0.999999987,0.999288064,0.999999992,0.999413895,0.999991317,0.999995325,145702.7228,20740.86294,5257.142857,3400.77821,51214.2171,204989.339,20681.06996,2884.488449,29072.61689,2884.488449,204989.339,53557.92218,53771.47091,20740.86294,67987.82492,257734.9457,0,,,,,,,
85613,0.992562051,0.999882637,0.999999021,0.999999977,0.999984246,1,0.999969173,0.999999682,0.999908459,9674.341463,47062.52975,65575.65154,113542.608,9674.341463,68970.26604,347041.2518,41012.00243,51529.05574,9674.341463,347041.2518,83848.23462,83786.89425,51529.05574,97720.53151,376948.4888,0,,,,,,,
85614,0.972932248,0.999944907,0.999999999,0.999999994,0.999998919,1,0.999990991,0.999999995,0.999999555,137805.5226,748956.5217,459781.4116,294290.8036,57304.52542,133176.2905,411884.6801,78253.52519,167520.5816,57304.52542,748956.5217,276968.1946,276552.6514,167520.5816,214594.0401,920334.7716,0,,,,,,,
85615,0.969518836,0.999934256,0.999999998,0.999999986,0.999999224,1,0.999996527,1,0.999999902,17436.29268,238480.2054,31412.11501,185519.432,26980.97826,91477.20068,114695.8505,95710.31652,95710.31652,17436.29268,238480.2054,99992.22319,99713.63418,95710.31652,69656.18155,308682.1788,0,,,,,,,
85616,0.96790501,0.99998585,0.999999992,0.999999995,0.999999133,1,0.999998836,0.999999889,0.99999436,895888.3663,102679.723,164910.0553,64091.79617,211734.9972,212367.718,40006.98876,23538.75452,135817.0194,23538.75452,895888.3663,203200.6243,205670.6021,135817.0194,252606.6898,963490.6715,0,,,,,,,
85617,0.990335423,0.999997251,0.999999695,0.999998984,0.999867558,1,0.999864176,0.999995152,0.99999943,215553.3416,17646.40199,6242.607121,5180.288462,8731.030445,20913.50211,6242.607121,12534.67562,11816.61251,5180.288462,215553.3416,33678.95055,33873.45188,11816.61251,64431.76705,227168.753,0,,,,,,,
85618,0.980412195,0.999985836,0.999999948,0.999998064,0.99996391,1,0.999984816,0.999999618,0.999999017,296906.8069,28738.68221,112194.6759,77467.55011,56797.26651,38787.6588,24709.52614,10379.79602,17194.87386,10379.79602,296906.8069,73199.65903,73686.31516,38787.6588,84620.55804,327547.9893,0,,,,,,,
85620,0.997915774,0.999988935,0.999993373,0.99997821,0.999474332,1,0.999848109,0.99989385,0.999995648,111694.3069,8388.106416,12425.10699,1591.448931,31439.27445,2609.905398,12425.10699,14350.73628,7864.736439,1591.448931,111694.3069,22511.25544,22532.08098,12425.10699,32576.51343,120261.6213,0,,,,,,,
85621,0.979536095,0.999996261,0.999999999,0.999999999,0.999999927,1,0.999999957,0.999999982,0.999981445,118232.0701,216416.5317,269680.4063,289823.2588,519573.5015,396034.5121,395234.8151,43503.50528,66409.96648,43503.50528,519573.5015,257529.201,257212.063,269680.4063,153272.0631,717028.2525,0,,,,,,,
85622,0.903896021,0.999750522,0.999999982,0.999999409,0.999922291,1,0.99989193,0.999999836,0.999997226,1055261.139,118273.5426,174837.2275,127560.0716,127560.0716,127799.7528,152037.4358,33634.43146,205259.2793,33634.43146,1055261.139,226962.5837,235802.5501,127799.7528,293060.692,1114984.626,0,,,,,,,
85623,0.977664,0.999989061,0.999999986,0.999999921,0.999993362,1,0.999971721,0.999999926,0.999999579,8745.365854,27476.81751,98640.25696,11904.38247,74183.93782,26382.05048,17829.79895,313716.7242,1168017.058,8745.365854,1168017.058,194561.556,194099.5991,27476.81751,356032.2056,1262196.216,0,,,,,,,
85624,0.943040868,0.999961444,0.999998077,0.999985785,0.999939548,1,0.999937433,0.999999956,0.999999067,231724.0099,31449.72067,6710.923355,40770.80491,9386.026542,60785.15215,18163.68638,17148.04064,32061.0119,6710.923355,231724.0099,48641.81397,49799.93072,31449.72067,66254.48775,248563.394,0,,,,,,,
85625,0.969550612,0.999998167,0.999999838,0.999999831,0.99994657,1,0.999906842,0.999999076,0.999999999,342251.3614,39296.04424,33127.74541,51444.08353,195730.026,5451.407329,93181.72103,44024.9453,16939.67863,5451.407329,342251.3614,90419.23859,91271.89032,44024.9453,103653.8232,402233.36,0,,,,,,,
85626,0.904575981,0.99929963,0.999999826,0.999993423,0.999902766,0.999999329,0.999977184,0.999741397,0.999990525,195381.6832,5658.418829,54363.85542,37352.09188,16728.79933,5594.272076,34381.26246,34381.26246,10888.94413,5594.272076,195381.6832,42238.63642,43858.95442,34381.26246,55815.18765,211304.5174,0,,,,,,,
85627,0.99582889,0.999951434,0.99999892,0.999998826,0.999955917,1,0.999825289,0.999983674,0.999999439,197882.302,17241.34078,40922.44755,28087.44856,1920.711974,11966.8597,6768.353528,4475.023563,2696.851672,1920.711974,197882.302,34587.54133,34662.37103,11966.8597,58996.1443,211650.8039,0,,,,,,,
85629,0.988131253,0.999980853,0.999999999,0.999999997,0.999999947,1,0.999999975,1,0.999992647,151278.1793,278443.2222,326621.0563,146448.7873,140170.1878,643109.2119,615609.7813,714038.0313,714038.0313,140170.1878,714038.0313,414764.9073,414417.3876,326621.0563,239160.9174,1131900.14,0,,,,,,,
85630,0.966559453,0.999967935,0.999999908,0.999999749,0.999985193,1,0.99998422,0.999999961,0.999999932,403099.7525,21044.38642,100909.4987,21845.28515,55183.61817,12158.77133,100909.4987,20259.74026,3519.650655,3519.650655,403099.7525,80906.4318,82103.35576,21845.28515,118660.2106,438083.9875,0,,,,,,,
85631,0.990591468,0.99998492,0.999999836,0.999999919,0.999995502,0.999999999,0.999996317,0.999999393,0.999998755,619986.7574,50302.82456,45648.86641,34934.24584,201093.1209,26755.39568,262599.3177,52893.81386,80633.18584,26755.39568,619986.7574,152272.0119,152760.8365,52893.81386,182454.7061,700124.9548,0,,,,,,,
85632,0.953039287,0.999993229,0.99999659,0.999986882,0.99961042,1,0.999664234,0.999997118,0.999999294,126531.3119,4491.12426,5897.435897,6757.392687,14075.60628,1119.193905,3622.911695,2953.307393,15758.30977,1119.193905,126531.3119,19576.86714,20134.06597,5897.435897,37906.18068,133852.608,0,,,,,,,
85634,0.987104812,0.999940638,0.999999997,0.999999903,0.999998325,1,0.999992159,0.999999996,0.999865681,11254.82927,23923.7435,137384.8786,54553.96663,5062.401264,35459.63115,50197.3371,58752.53165,64208.91559,5062.401264,137384.8786,49031.6544,48977.58164,50197.3371,37025.45089,160053.9343,0,,,,,,,
85635,0.979029143,0.999985136,0.999999999,1,0.999999963,1,0.99999984,0.999999998,0.999980801,178085.398,535983.2333,179014.245,596703.6828,76201.72646,92227.52676,982299.9734,526937.2865,373340.3985,76201.72646,982299.9734,393924.2219,393421.4967,373340.3985,280939.1725,1236239.014,0,,,,,,,
85637,0.987305813,0.999977343,0.999996858,0.999898922,0.9999195,1,0.999441929,0.999999275,0.99999802,218887.5,21236.99015,7486.81397,76938.52065,19351.51069,30085.10638,24349.50071,35080.15267,10605.95783,7486.81397,218887.5,49097.88358,49335.78367,24349.50071,62935.37781,238141.9171,0,,,,,,,
85638,0.96516578,0.999984409,0.999999819,0.999999564,0.999934662,1,0.999960096,0.999999816,0.999999366,331915.4703,17328.1114,28245.39692,17136.09467,9563.561215,87067.07765,27614.42441,37343.53406,26017.19395,9563.561215,331915.4703,63654.66208,64692.31829,27614.42441,96838.84363,355208.8492,0,,,,,,,
85641,0.982311075,0.999979119,0.999999999,0.999999996,0.999999966,1,0.999999888,0.999999994,0.999985753,193664.7721,619400.0062,122127.3573,147350.4524,141033.1964,355612.9588,71078.08038,277691.882,248680.9368,71078.08038,619400.0062,241942.8528,241848.8492,193664.7721,156960.6775,712730.8816,0,,,,,,,
85643,0.97705737,0.999930118,0.999999999,0.999999976,0.999999452,1,0.999999565,0.999999936,0.99999948,14468.4878,9298.184495,27755.42615,83298.71324,304670.3438,121652.4994,47232.77447,177786.6974,130466.341,9298.184495,304670.3438,102071.7437,101847.7186,83298.71324,90143.14075,372277.1409,0,,,,,,,
85645,0.969950283,0.999952653,0.999999706,0.999999945,0.999987712,1,0.999989894,0.99999722,0.999999073,372592.203,42779.66823,37505.72082,36064.54505,9824.175824,29205.63961,42779.66823,17991.21844,4890.59081,4890.59081,372592.203,64932.27578,65959.27,36064.54505,109206.1955,393577.8565,0,,,,,,,
85648,0.979338024,0.99999491,0.999999999,0.999999998,0.999999953,1,0.999999917,0.999999975,0.999997629,112669.6149,164767.777,350504.22,603466.6667,231536.8885,246133.9952,333035.3117,263488.1725,95975.68041,95975.68041,603466.6667,267196.8988,266842.0363,246133.9952,145207.5828,702464.7846,0,,,,,,,
85650,0.978959618,0.999957418,0.999999989,0.999999993,0.99999947,1,0.999998505,0.999999983,0.999996158,254787.1,240962.9808,467284.4517,193976.2323,64510.94148,50621.51849,91993.31403,265445.1876,514915.8728,50621.51849,514915.8728,238238.7271,238277.511,240962.9808,155906.6975,705997.6034,0,,,,,,,
85653,0.978551536,0.999978772,0.999999998,1,0.999999882,1,0.999999855,0.999999978,0.999983253,123828.6076,61295.41299,554836.7246,75080.22865,649634.301,109772.7624,245802.0383,287670.824,456895.8616,61295.41299,649634.301,285364.8123,284979.6401,245802.0383,207539.2021,907597.2464,0,,,,,,,
85658,0.982404896,0.999980457,0.999999984,0.999999656,0.99999907,1,0.999994335,0.999999969,0.999988748,18760.39024,346411.5135,142764.0034,51982.77363,91037.83332,329006.0664,171678.5948,190251.493,85593.62955,18760.39024,346411.5135,158883.2178,158609.5887,142764.0034,108807.6604,485032.5698,0,,,,,,,
85701,0.987826317,0.999997127,0.999999985,0.999999429,0.999996894,1,0.999991984,0.999999562,0.99999987,30807.18796,48728.25043,19834.89681,28933.57913,332993.294,64883.00829,48728.25043,259149.8936,114408.2939,19834.89681,332993.294,105486.1845,105385.1838,48728.25043,106623.1545,425254.6473,0,,,,,,,
85704,0.972100758,0.999914102,1,0.999999999,0.999999855,1,0.999999809,0.999999996,0.999943591,342387.2806,726569.9662,457066.7789,801868.9173,547620.1685,480674.4293,584570.5991,803554.5464,511571.7939,342387.2806,803554.5464,584737.5352,583987.1645,547620.1685,151925.3628,1039763.253,128211.076,,,,,,,
85705,0.984605152,0.999939125,0.999999999,1,0.999999977,1,0.999999982,0.999999993,0.999983922,387095.7663,212562.348,758168.9215,307907.4997,422137.2189,467641.8403,758168.9215,510699.2016,1580250.655,212562.348,1580250.655,600881.2736,600514.708,467641.8403,387127.0874,1761895.97,0,,,,,,,
85706,0.990229522,0.999911146,0.999999997,0.999999999,0.999999995,1,0.999999986,0.999999999,0.999989459,388687.0584,141586.6791,324070.1352,324070.1352,749948.4011,784826.0607,230212.0365,350774.9917,547216.2657,141586.6791,784826.0607,426865.4295,426821.3071,350774.9917,209613.4899,1055661.777,0,,,,,,,
85708,0.987830375,0.999945712,0.999999874,0.999999976,0.999981377,1,0.999908223,0.999998097,0.999751193,698006.0644,29565.89039,31634.10685,48280.58937,7352.780488,199346.5764,47988.53868,87329.71902,14769.88755,7352.780488,698006.0644,128598.6806,129363.7948,47988.53868,208365.0822,754459.0414,0,,,,,,,
85710,0.988161185,0.999989122,1,0.999999999,0.999999943,1,0.999999903,0.999999999,0.999973587,721467.476,710895.5965,198135.9074,1347525.238,91854.96683,1079503.769,1212180.795,433602.3495,1218426.453,91854.96683,1347525.238,779363.0124,779288.0613,721467.476,438568.7647,2094994.356,0,,,,,,,
85711,0.985177494,0.999933244,0.999999997,1,0.999999986,1,0.999999957,0.999999995,0.999937105,238643.5325,442192.9955,245541.2563,662852.0028,399359.5083,301517.2647,175282.9161,294736.8796,420513.2364,175282.9161,662852.0028,353592.5899,353404.3991,301517.2647,138613.2236,769244.0699,0,,,,,,,
85712,0.986264953,0.999987046,1,0.999999999,0.99999996,1,0.999999964,0.999999999,0.999998224,201066.4464,644937.2434,228314.7792,186865.304,614339.2994,502263.2472,63370.49852,548438.09,810040.4113,63370.49852,810040.4113,422519.2689,422181.7021,502263.2472,242653.9164,1150143.451,0,,,,,,,
85713,0.983956683,0.999951866,1,1,0.999999991,1,0.99999997,0.999999999,0.999988275,591773.3957,289159.1584,134133.9878,342736.6987,945703.141,447309.3778,80586.75477,290182.5186,137262.1609,80586.75477,945703.141,361684.6592,362094.1326,290182.5186,256740.4276,1132315.415,0,,,,,,,
85714,0.964800732,0.999980245,0.999999999,0.999999996,0.999999806,1,0.999999937,0.999999954,0.999999874,87106.56887,110837.2734,127380.0384,255342.679,390606.3529,336794.1873,138914.2692,229658.0705,24038.24974,24038.24974,390606.3529,189364.2912,188964.1877,138914.2692,114771.4269,533278.4683,0,,,,,,,
85715,0.967679153,0.999995306,0.999999999,0.999999995,0.999999761,1,0.999999628,0.999999986,0.999973447,128817.9834,299292.255,381781.2346,381781.2346,72736.76845,355677.3178,233886.4458,391563.9873,365457.3636,72736.76845,391563.9873,290691.6143,290110.5101,355677.3178,112342.7685,627138.8155,0,,,,,,,
85716,0.969733975,0.999989047,0.999999999,0.999999999,0.999999954,1,0.999999967,0.999999998,0.999990779,71454.22486,449110.7756,604093.8697,438189.1876,320749.4786,526221.1004,183004.1227,280253.8718,430604.6908,71454.22486,604093.8697,368073.0376,367075.7025,430604.6908,159264.3632,844868.792,0,,,,,,,
85718,0.968799576,0.999981783,1,0.999999995,0.999999942,1,0.999999614,0.999999991,0.999974337,198231.4474,460565.6393,227831.8169,198231.4474,455740.2464,265010.0107,424180.5089,424180.5089,378280.1799,198231.4474,460565.6393,337398.9509,336916.8673,378280.1799,106398.7572,656113.1389,17720.59568,,,,,,,
85719,0.949691327,0.989544104,0.999999999,1,0.999999724,1,0.999999831,0.999999999,0.999962475,331540.1292,122329.3412,601226.2057,254321.1882,890681.25,918798.1443,1040728.781,877147.2588,506400.4837,122329.3412,1040728.781,618086.2403,615908.0869,601226.2057,313297.6711,1555801.1,0,,,,,,,
85730,0.988116428,0.999935109,0.999999999,0.999999999,0.999999981,1,0.999999979,0.999999998,0.999998579,236248.084,173523.4668,858863.5432,242314.0423,460151.4423,686480.6663,536208.2926,639718.4618,434288.7134,173523.4668,858863.5432,474516.4198,474199.6347,460151.4423,217781.5864,1127544.394,0,,,,,,,
85735,0.976395754,0.999991318,1,0.999999993,0.999999471,1,0.999999196,0.999999988,0.999981448,186983.0277,141411.587,75012.34494,94659.57619,180032.1677,162734.6401,100299.2086,42007.17496,203612.5691,42007.17496,203612.5691,131716.261,131861.3663,141411.587,52954.02034,290723.4273,0,,,,,,,
85736,0.94086413,0.99959083,0.999999995,0.999999988,0.99999611,1,0.999997587,0.999999464,0.99999239,833206.1881,121932.1786,289780.0633,94413.65639,51513.61133,80981.51093,16294.28385,66779.12317,182330.3199,16294.28385,833206.1881,188794.6133,193025.6595,94413.65639,238941.4718,909850.0748,0,,,,,,,
85737,0.967188295,0.999992483,1,0.999999946,0.999999938,1,0.999999341,0.999999991,0.999942899,160724.3244,85562.3641,291816.7169,183312.5217,549503.1527,257617.9853,291816.7169,285480.9395,134614.949,85562.3641,549503.1527,249262.4992,248938.8523,257617.9853,127922.2953,632705.7381,0,,,,,,,
85739,0.964126438,0.999987303,0.999999998,0.999999995,0.999996446,1,0.999995062,0.999999998,0.999997291,139445.8822,229651.2062,270717.8268,256054.6362,45574.2306,174780.5086,45574.2306,357892.1505,133228.9477,45574.2306,357892.1505,183834.7483,183657.7355,174780.5086,98885.15554,480313.2021,0,,,,,,,
85741,0.98185701,0.999995143,0.999999999,0.999999999,0.999999988,1,0.999999968,1,0.999999673,80668.86843,575738.4256,1229459.706,935941.9834,1282258.586,679848.3458,440626.9866,551656.5998,551656.5998,80668.86843,1282258.586,704352.4736,703095.1224,575738.4256,362956.8402,1791965.643,0,,,,,,,
85742,0.977627971,0.999975476,0.999999999,0.999999999,0.99999999,1,0.999999944,0.999999996,0.999957435,159393.8087,420244.7074,811242.3558,414434.442,158481.0744,211144.3378,217030.3693,671797.4538,381271.2022,158481.0744,811242.3558,383338.783,382782.1946,381271.2022,217731.257,1035975.966,0,,,,,,,
85743,0.978197528,0.999923688,0.999999999,0.999999999,0.999999972,1,0.999999921,0.999999998,0.999979677,175316.5786,837563.0524,343497.4855,446550.2416,95105.17958,264899.1222,353280.7751,720187.5578,720187.5578,95105.17958,837563.0524,440258.6612,439620.839,353280.7751,247568.4316,1182326.134,0,,,,,,,
85745,0.976023344,0.999829648,1,1,0.999999971,1,0.999999963,0.999999997,0.999991413,229896.516,454471.1622,885885.6405,521792.2458,596480.9547,405148.104,730352.8101,1081709.974,330765.8834,229896.516,1081709.974,582776.465,581833.6989,521792.2458,258743.7948,1358065.083,0,,,,,,,
85746,0.98554885,0.99989806,1,1,0.999999987,1,0.999999995,0.999999998,0.999988352,301358.4737,439544.0402,270900.7079,914369.5631,743206.0335,96099.13484,729009.2201,381134.9997,237849.2875,96099.13484,914369.5631,457303.2671,457052.3845,381134.9997,259975.1508,1236977.837,0,,,,,,,
85747,0.980752625,0.999972507,0.999999999,1,0.999999972,1,0.999999877,0.999999993,0.999999952,189286.8024,414970.723,248845.9335,217559.0534,137845.0117,828511.3286,29996.41148,1009421.182,255273.7266,29996.41148,1009421.182,370577.597,370190.0192,248845.9335,311688.6683,1305256.024,0,,,,,,,
85748,0.982717295,0.99997693,0.999999996,0.999999958,0.999999835,1,0.99999908,0.999999975,0.999977523,133807.3592,147069.9002,563271.567,72978.81772,305348.0124,94028.70823,155799.5425,328020.1471,49908.00109,49908.00109,563271.567,205719.9762,205581.3395,147069.9002,155706.9456,672702.1763,0,,,,,,,
85749,0.970446932,0.999984461,0.999999998,0.999999973,0.999999837,1,0.999998214,0.999999972,0.99997441,321867.3454,235374.3216,331157.644,231786.7188,367490.236,133651.398,464681.9886,59885.48486,121158.4101,59885.48486,464681.9886,251664.6714,251894.8386,235374.3216,124024.098,623967.1327,0,,,,,,,
85750,0.973818582,0.999997898,0.999999998,0.999999992,0.999999826,1,0.99999965,0.999999986,0.999923849,182719.8479,447925.9718,232790.5606,281145.2589,406017.2569,597290.5445,468938.6115,98135.17993,433061.0092,98135.17993,597290.5445,350267.1456,349780.4712,406017.2569,150857.8058,802353.8887,0,,,,,,,
85755,0.96791469,0.999983297,0.999999997,0.999999977,0.999998169,1,0.999996104,0.999999993,0.999992816,28348.68293,387731.4892,262218.6523,45313.8576,68802.8626,282261.2732,92545.05138,245006.8014,50558.62048,28348.68293,387731.4892,163011.7222,162531.9212,92545.05138,124613.2005,536371.5228,0,,,,,,,
85756,0.985697386,0.999985961,1,1,0.999999982,1,0.99999994,0.999999999,0.999991952,247801.8886,429603.1765,459162.9125,348789.3244,243182.741,606645.1247,429603.1765,301844.8095,954882.3908,243182.741,954882.3908,447151.4365,446835.0605,429603.1765,209793.7633,1076216.35,0,,,,,,,
85757,0.980938222,0.99999473,0.999999999,1,0.999999928,1,0.999999812,0.99999989,0.999969104,114283.2488,388361.0663,593276.5013,83172.8526,267261.8026,558663.8171,167127.5513,189286.8532,467383.7444,83172.8526,593276.5013,314737.0427,314313.0486,267261.8026,182387.9576,861476.9215,0,,,,,,,
85901,0.965408387,0.999984726,1,0.999999994,0.999999877,1,0.999999819,0.999999993,0.999993089,137973.9786,639372.2144,24045.73242,9266.920152,354101.2468,160650.9752,32199.05318,221579.9087,335991.6906,9266.920152,639372.2144,213085.8463,212797.9689,160650.9752,192980.2006,791738.5705,0,,,,,,,
85911,0.980362127,0.999984749,0.999999979,0.999999151,0.999938184,0.999999977,0.999954656,0.999999081,0.90502957,382261.2624,26825.27629,46606.43842,54234.43478,55632.83461,10945.1074,938.0241358,21543.91749,21543.91749,938.0241358,382261.2624,68762.63701,68947.91255,26825.27629,112208.3571,405572.9839,0,,,,,,,
85920,0.997972297,0.999971815,0.999285807,0.999702511,0.994780662,0.999999953,0.997768159,0.999955022,0.999999177,51512.74752,17514.17004,20401.33531,61345.58824,61345.58824,1019.80198,20401.33531,61345.58824,1956.154748,1019.80198,61345.58824,32964.9253,32982.47885,20401.33531,24259.8278,105761.9622,0,,,,,,,
85924,0.995224775,0.999975969,0.999999974,0.999999615,0.999981214,1,0.999964153,0.999999629,0.999973788,444776.7327,22354.41977,1541.899441,16870.25761,35323.98754,23220.19147,225834.6457,94590.19812,19776.28032,1541.899441,444776.7327,98070.39082,98254.29029,23220.19147,138986.2305,515212.9818,0,,,,,,,
85925,0.988094673,0.999993583,0.999999992,0.999999927,0.999995153,1,0.99999478,0.999999836,0.999999281,28767.3628,45501.82447,26227.41764,34392.61957,74634.31025,65352.02492,2852.629551,8075.255624,99160.71429,2852.629551,99160.71429,42792.3482,42773.79546,34392.61957,29906.68941,132493.8637,0,,,,,,,
85929,0.966201291,0.999947785,0.999999999,0.999999959,0.999998766,1,0.999998788,0.999999939,0.999999726,12441.95122,60308.13756,229741.2312,45709.67742,275661.4318,33611.06928,131736.8973,52744.6065,20311.12985,12441.95122,275661.4318,96121.78145,95807.34801,52744.6065,90504.09734,367319.64,0,,,,,,,
85930,0.98274537,0.999977347,0.999998869,0.999989606,0.999835926,0.99999965,0.999882628,0.999997612,0.971890705,223388.6139,21711.72962,10260.33691,1950.509461,43211.13374,6194.144838,20454.207,15140.00488,6618.109922,1950.509461,223388.6139,38515.29848,38769.86558,15140.00488,66292.27534,237646.6916,0,,,,,,,
85933,0.978911149,0.999996334,0.999999414,0.999999806,0.999977967,0.999999998,0.999939557,0.999999694,0.999999255,448444.3069,54309.84755,34517.39683,22387.20981,35615.2648,28812.074,112260.774,47344,36596.61071,22387.20981,448444.3069,90303.86925,91143.05384,36596.61071,128781.8214,477488.5181,0,,,,,,,
85935,0.986109611,0.999992879,0.999999987,0.999999988,0.999997033,1,0.999993359,0.999999966,0.999998959,827371.4109,33341.57165,60918.34471,8715.512195,51152.87175,8119.427403,61375.65861,16180.17822,163971.0382,8119.427403,827371.4109,135726.6945,136794.0015,51152.87175,248244.1763,881526.5304,0,,,,,,,
85936,0.989509243,0.999995457,0.999999999,0.999999978,0.999994693,1,0.99999695,0.999999944,0.999999186,26342.8849,79770.16212,8752.42047,245668.2221,113258.3448,111233.2508,64783.83459,284738.8742,55761.97388,8752.42047,284738.8742,110132.1413,110034.4409,79770.16212,89505.65541,378551.4071,0,,,,,,,
85937,0.952878751,0.999902854,0.999999995,0.999999965,0.999998607,1,0.99999933,0.999999908,0.999999996,13744.97561,148832.2361,31730.65863,29216.90441,289434.9776,43685.5814,139389.5381,240414.5185,119454.1226,13744.97561,289434.9776,117867.4025,117322.6126,119454.1226,92794.85741,395707.1848,0,,,,,,,
85938,0.997527213,0.999983958,0.999999732,0.99999996,0.999984384,1,0.999988641,0.999998974,0.999996588,340417.5743,28618.30173,14706.92521,19074.20861,17921.01414,54935.92866,35096.875,43789.05908,9524.253731,9524.253731,340417.5743,62599.88072,62676.0156,28618.30173,99167.53921,360178.6332,0,,,,,,,
